18:06:48.896 WindowManager                  trimMemory level: 15
18:07:01.907                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265829 -> true
18:07:02.150                                [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:02.150 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265821
18:07:02.246                                provider != null. Start to getTypeAsync:content://media/external/images/media/265821
18:07:02.453                                provider != null. Start to getTypeAsync:content://media/external/images/media/265821
18:07:02.605 LogUtil                        [ПРОЦЕСС] MediaStoreObserver: обнаружено изменение в MediaStore: content://media/external/images/media/265854, обработка через 10 сек
18:07:02.605                                [ПРОЦЕСС] MediaStoreObserver: предыдущая задача для content://media/external/images/media/265854 отменена
18:07:02.606                                [ПРОЦЕСС] MediaStoreObserver: начинаем обработку URI content://media/external/images/media/265834 после задержки
18:07:02.648                                [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:02.649 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265821
18:07:02.653 LogUtil                        [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265821
18:07:02.654                                [ПРОЦЕСС] Сканирование: +6, -2
18:07:02.925                                [ПРОЦЕСС] URI добавлен (safe): content://media/external/images/media/265824 из ImageProcessingUtil
18:07:02.926                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265824 -> true
18:07:03.122                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265834 -> true
18:07:03.123                                [ПРОЦЕСС] URI добавлен (safe): content://media/external/images/media/265834 из ImageProcessingUtil
18:07:03.123                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265834 -> true
18:07:03.135                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265821
18:07:03.136                                [ПРОЦЕСС] Сканирование: +6, -2
18:07:03.138                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265824 -> true
18:07:03.138                                [ПРОЦЕСС] URI уже обрабатывается: content://media/external/images/media/265824
18:07:03.139                                [ПРОЦЕСС] URI уже обрабатывается, пропуск handleImage: content://media/external/images/media/265824
18:07:03.833                                [ПРОЦЕСС] MediaStoreObserver: обнаружено изменение в MediaStore: content://media/external/images/media/265831, обработка через 10 сек
18:07:03.833                                [ПРОЦЕСС] MediaStoreObserver: предыдущая задача для content://media/external/images/media/265831 отменена
18:07:03.841                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265821
18:07:03.844                                [ПРОЦЕСС] URI добавлен (safe): content://media/external/images/media/265825 из ImageProcessingUtil
18:07:03.845                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265825 -> true
18:07:03.846                                [ПРОЦЕСС] EXIF-данные получены из кэша для content://media/external/images/media/265821
18:07:03.846                                [ПРОЦЕСС] PerformanceMonitor: Cache hit - EXIF
18:07:04.062                                [ПРОЦЕСС] MediaStoreObserver: обнаружено изменение в MediaStore: content://media/external/images/media/265829, обработка через 10 сек
18:07:04.062                                [ПРОЦЕСС] MediaStoreObserver: предыдущая задача для content://media/external/images/media/265829 отменена
18:07:04.063                                [ПРОЦЕСС] MediaStoreObserver: начинаем обработку URI content://media/external/images/media/265838 после задержки
18:07:04.287 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265824
18:07:04.313                                provider != null. Start to getTypeAsync:content://media/external/images/media/265834
18:07:04.369 LogUtil                        [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265838 -> true
18:07:04.370                                [ПРОЦЕСС] URI добавлен (safe): content://media/external/images/media/265838 из ImageProcessingUtil
18:07:04.371                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265838 -> true
18:07:04.383 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265825
18:07:04.389 LogUtil                        [ПРОЦЕСС] MediaStoreObserver: обнаружено изменение в MediaStore: content://media/external/images/media/265857, обработка через 10 сек
18:07:04.389                                [ПРОЦЕСС] MediaStoreObserver: предыдущая задача для content://media/external/images/media/265857 отменена
